text,category,priority,source,category_encoded,priority_encoded
backup battery restore portal restart,IT Support,Low,synth_highacc,0,1
harrass senior sexual fought molested,Security / Discipline,Medium,synth_highacc,6,0
ssd display storage fail software,IT Support,High,synth_highacc,0,2
numberplate auto mandatory driver bicycle,Transport,High,synth_highacc,5,2
i witnessed a student being harassed and bullied by a group near the fountain they were filming it and laughing while the person was crying it didn t look like a joke at all and felt very malicious,Security / Discipline,High,complaint_triage,6,2
switch carpenter spark exposed drill,Maintenance,High,synth_highacc,4,2
internet reboot antivirus network crash,IT Support,Low,synth_highacc,0,1
deduction debit extra interest arrear,Fees / Finance,High,synth_highacc,3,2
fiction nonfiction search desk card,Library,Low,synth_highacc,8,1
harrass harass sexual smoke fraud,Security / Discipline,Medium,synth_highacc,6,0
affidavit verification sworn bonafide dean,Administration,Low,synth_highacc,7,1
reboot shutdown processor login reboot,IT Support,Medium,synth_highacc,0,0
degree project textbook diploma midterm,Academics,High,synth_highacc,2,2
shelf rack ebook journal almanac,Library,High,synth_highacc,8,2
garbage window removal broken leaking,Maintenance,Medium,synth_highacc,4,0
hostel fee payment not reflecting on the portal despite successful bank transfer i have the utr number and the bank confirmation but the accounts office still says my no dues certificate is pending curfew for the convocation registration is tonight and i can t apply without this clearance i ve been running between the bank and the finance desk all day with no resolution,Fees / Finance,High,complaint_triage,3,2
theft thieves suspicious steal,Security / Discipline,High,synth_highacc,6,2
mirror taxi cracked parking charges,Transport,Medium,synth_highacc,5,0
aisle renew light thesis ebook,Library,Low,synth_highacc,8,1
water kitchen unclean lunch mess,Canteen,High,synth_highacc,9,2
subject delayed subject topic chapter,Academics,High,synth_highacc,2,2
some students are using the roof of the library as a hangout spot i saw them climbing up the fire escape earlier it s a long drop and they are sitting right on the edge,Security / Discipline,Medium,complaint_triage,6,0
can we get some posters on the bus about basic etiquette like letting people off before boarding and not playing music without headphones,Transport,Low,complaint_triage,5,1
offence laptop serious bully security,Security / Discipline,Low,synth_highacc,6,1
answer chapter key deadline final,Academics,Low,synth_highacc,2,1
the bus driver was making very sharp turns and several people fell out of their seats he s driving like he s in a race not carrying students,Transport,High,complaint_triage,5,2
switch mopping spark switch garbage,Maintenance,Low,synth_highacc,4,1
cab fare unavailable clutch route,Transport,High,synth_highacc,5,2
fixture fuse replacement wrench dust,Maintenance,Low,synth_highacc,4,1
arrest steal made violence haras,Security / Discipline,Medium,synth_highacc,6,0
leak plaster water plaster maintenance,Maintenance,Medium,synth_highacc,4,0
egg worth cook daal overcharge,Canteen,Low,synth_highacc,9,1
credit debit late processed waiver,Fees / Finance,Medium,synth_highacc,3,0
floor sewage slippery tile wire,Maintenance,Low,synth_highacc,4,1
treasury bank department deposit arrear,Fees / Finance,High,synth_highacc,3,2
invoice cashier deduction bill transaction,Fees / Finance,Medium,synth_highacc,3,0
deadline bonafide extension clerk dean,Administration,Low,synth_highacc,7,1
borrow borrow period rack locate,Library,High,synth_highacc,8,2
withdrawal outstanding processed netbanking fee,Fees / Finance,Medium,synth_highacc,3,0
stop vehicle missing taxi ticket,Transport,High,synth_highacc,5,2
unsafe culprit feel danger insult,Security / Discipline,Medium,synth_highacc,6,0
rice chicken undercook spoon counter,Canteen,Medium,synth_highacc,9,0
toilet bucket blocked detergent staircase,Hostels,Medium,synth_highacc,1,0
waiver installment rejected account gst,Fees / Finance,Low,synth_highacc,3,1
catalogue periodical search section edition,Library,High,synth_highacc,8,2
seat auto reserved charges charges,Transport,Medium,synth_highacc,5,0
loan remit sanction payment gst,Fees / Finance,Medium,synth_highacc,3,0
paint plaster stair brick sewage,Maintenance,High,synth_highacc,4,2
quiz revaluation score grade diploma,Academics,High,synth_highacc,2,2
vehicle taxi accident parking charges,Transport,Low,synth_highacc,5,1
investigate harass matter theft stalk,Security / Discipline,Medium,synth_highacc,6,0
ethernet offline wlan ram download,IT Support,Low,synth_highacc,0,1
deadline policy extension dean seal,Administration,High,synth_highacc,7,2
fine overdue calculation fine search,Library,Medium,synth_highacc,8,0
vpn bandwidth disconnecting ram mouse,IT Support,High,synth_highacc,0,2
fir teasing cybercrime complaint harassed,Security / Discipline,Medium,synth_highacc,6,0
regulation circular verification guideline circular,Administration,Low,synth_highacc,7,1
printer router offline adapter connectivity,IT Support,High,synth_highacc,0,2
photocopy research machine available author,Library,Medium,synth_highacc,8,0
door wrench jammed replace door,Maintenance,Medium,synth_highacc,4,0
bus brake horn vehicle,Transport,Low,synth_highacc,5,1
vehicle bus inspection clutch provided,Transport,Low,synth_highacc,5,1
fine almanac waived book volume,Library,Medium,synth_highacc,8,0
route mandatory diversion traffic rickshaw,Transport,High,synth_highacc,5,2
submission deadline pending sworn fee,Administration,High,synth_highacc,7,2
the power outlets in the common room are a bit loose in the wall they work fine but they wiggle a bit when you plug in a charger tightening the faceplate screws would solve the issue,Maintenance,Low,complaint_triage,4,1
fuel driver shortage pickup windscreen,Transport,High,synth_highacc,5,2
towel bunk rough tap bathroom,Hostels,Low,synth_highacc,1,1
traffic mandatory seat accident tyre,Transport,Medium,synth_highacc,5,0
download error stuck printer log,IT Support,Medium,synth_highacc,0,0
error crash motherboard router cloud,IT Support,Low,synth_highacc,0,1
curriculum homework outdated deadline missing,Academics,Low,synth_highacc,2,1
schedule helmet tyre fare brake,Transport,Medium,synth_highacc,5,0
rice egg queue chapati curry,Canteen,High,synth_highacc,9,2
ethernet configure wlan hardware authentication,IT Support,Low,synth_highacc,0,1
photocopy photocopy machine aisle abstract,Library,Low,synth_highacc,8,1
penalty transfer late upi deduction,Fees / Finance,Low,synth_highacc,3,1
fuel provided shortage gear charges,Transport,Low,synth_highacc,5,1
steal case caught accused rape,Security / Discipline,High,synth_highacc,6,2
tuition remit remission deduction waiver,Fees / Finance,Low,synth_highacc,3,1
weapon drugs found security incident,Security / Discipline,High,synth_highacc,6,2
cycle bicycle helmet petrol overcrowded,Transport,Medium,synth_highacc,5,0
enrollment letterhead confirmed guideline pending,Administration,High,synth_highacc,7,2
transfer notice certificate enrollment endorse,Administration,Medium,synth_highacc,7,0
status procedure unknown form notice,Administration,High,synth_highacc,7,2
pillow mosquito flat geyser ventilator,Hostels,High,synth_highacc,1,2
driver headlight speeding indicator indicator,Transport,High,synth_highacc,5,2
credit missing transfer question absent,Academics,Medium,synth_highacc,2,0
steal harass caught working harrash,Security / Discipline,Low,synth_highacc,6,1
guideline notice followed status sworn,Administration,Medium,synth_highacc,7,0
application missing rejected rejected fee,Administration,High,synth_highacc,7,2
gst bill charges debit installment,Fees / Finance,High,synth_highacc,3,2
section aisle available almanac renew,Library,Low,synth_highacc,8,1
endpoint quarantined during research compute security agent isolated my device mid run please review and release if safe,IT Support,High,complaint_triage,0,2
garbage socket removal worn ceiling,Maintenance,Medium,synth_highacc,4,0
interest tuition tuition waiver deposit,Fees / Finance,High,synth_highacc,3,2
chair door broken window exhaust,Hostels,High,synth_highacc,1,2
chapati oil hard hygiene queue,Canteen,Medium,synth_highacc,9,0
lecture absent timing cancel revaluation,Academics,Medium,synth_highacc,2,0
food rotten shortage juice counter,Canteen,High,synth_highacc,9,2
workshop assignment report tutorial training,Academics,Medium,synth_highacc,2,0
magazine expired torn search card,Library,Medium,synth_highacc,8,0
menu water food quality water,Canteen,High,synth_highacc,9,2
bandwidth slow insufficient connectivity connectivity,IT Support,Low,synth_highacc,0,1
intermittent internet connectivity in block e the signal keeps dropping every 15 minutes making it impossible to participate in online quizzes or research for our projects this has been happening for three days please check the router on the 3rd floor,Hostels,Medium,complaint_triage,1,0
print return queue locate available,Library,High,synth_highacc,8,2
enrollment fee number registrar attestation,Administration,Medium,synth_highacc,7,0
paint cleaning colour floor damage,Maintenance,Low,synth_highacc,4,1
pipe garbage burst cement pane,Maintenance,Medium,synth_highacc,4,0
certificate notarized issue policy issue,Administration,Medium,synth_highacc,7,0
wifi projector bluetooth dropping ip,IT Support,High,synth_highacc,0,2
smoke cctv banned steal murder,Security / Discipline,High,synth_highacc,6,2
certificate submit delayed submission signature,Administration,High,synth_highacc,7,2
research newspaper paper reference silent,Library,Low,synth_highacc,8,1
account upi outstanding deduction audit,Fees / Finance,High,synth_highacc,3,2
receipt tax lost gst tax,Fees / Finance,High,synth_highacc,3,2
tile pipe pane valve fused,Maintenance,High,synth_highacc,4,2
the automated voice on the university s academic helpline is a bit too fast it s hard to follow the menu options for result inquiries slowing down the recording slightly would make the system more user friendly,Academics,Low,complaint_triage,2,1
plumber tile tap fixture construction,Maintenance,High,synth_highacc,4,2
scholarship outstanding eligibility netbanking refund,Fees / Finance,Medium,synth_highacc,3,0
photocopy photocopy machine card volume,Library,Medium,synth_highacc,8,0
rate counter increased vegetable drink,Canteen,Low,synth_highacc,9,1
almirah cupboard chair bucket corridor,Hostels,Low,synth_highacc,1,1
slipper toilet stinking bed mattress,Hostels,Medium,synth_highacc,1,0
installment deduction option transfer remit,Fees / Finance,Medium,synth_highacc,3,0
cook food stale curry kitchen,Canteen,High,synth_highacc,9,2
tax gst cashier charges refund,Fees / Finance,High,synth_highacc,3,2
ticket bicycle missing taillight bus,Transport,Low,synth_highacc,5,1
the door closer in the library is too tight the door slams shut with a loud bang every time someone enters which is constant it disrupts the quiet environment and might eventually break the glass please adjust the hydraulic tension on the arm,Maintenance,Medium,complaint_triage,4,0
cable antivirus loose authentication latency,IT Support,High,synth_highacc,0,2
mentor homework guidance overdue chapter,Academics,High,synth_highacc,2,2
hardware firewall firmware driver configure,IT Support,Low,synth_highacc,0,1
request for a designated quiet zone in the department lobby it s a good place to read between classes but it gets very noisy when people are talking loudly on their phones a few silence please signs might help,Academics,Low,complaint_triage,2,1
the instruction stickers on the atm are peeling off it s hard to see which slot is for the card and which is for the receipt a fresh set of stickers would make the machine easier to use for new students,Fees / Finance,Low,complaint_triage,3,1
hinge window rusted stair electrician,Maintenance,High,synth_highacc,4,2
schedule fuel weekend driver indicator,Transport,Low,synth_highacc,5,1
kitchen curry hygiene plate overcharge,Canteen,Medium,synth_highacc,9,0
theft fight reported teasing disrespect,Security / Discipline,Medium,synth_highacc,6,0
the driver of the afternoon shuttle was yelling at a student for asking a simple question about the route it was very aggressive and uncalled for,Transport,Medium,complaint_triage,5,0
pipe handle joint jammed ceiling,Maintenance,High,synth_highacc,4,2
project delayed submission thesis lecturer,Academics,Medium,synth_highacc,2,0
fare mandatory revision traffic seat,Transport,Medium,synth_highacc,5,0
membership section expire counter audiobook,Library,Low,synth_highacc,8,1
arrest insult suspect vandalism rape,Security / Discipline,High,synth_highacc,6,2
aisle absent light citation catalogue,Library,High,synth_highacc,8,2
internet cloud scanner network error,IT Support,Medium,synth_highacc,0,0
waiver transaction rejected balance upi,Fees / Finance,Low,synth_highacc,3,1
electrician socket wiring screwdriver gutter,Maintenance,Medium,synth_highacc,4,0
magazine periodical latest bibliography subscription,Library,Low,synth_highacc,8,1
stipend audit receipt grant due,Fees / Finance,High,synth_highacc,3,2
gst gst charges account deposit,Fees / Finance,High,synth_highacc,3,2
i saw someone trying to pick the lock on a parked scooter near the main gate when they saw me they tucked a tool into their pocket and walked away quickly toward the city side,Security / Discipline,Medium,complaint_triage,6,0
paint switch job lock fix,Maintenance,Low,synth_highacc,4,1
heavy sewage backup in the ground floor washrooms of block c foul water is overflowing from the drains and entering the residential rooms it is a massive health risk and the smell is becoming unbearable for the entire block we need a professional drainage clearing team to address this blockage immediately,Maintenance,High,complaint_triage,4,2
exam notebook timetable answer exam,Academics,Low,synth_highacc,2,1
soap mosquito missing hostel inverter,Hostels,Medium,synth_highacc,1,0
certificate guideline delayed letterhead requested,Administration,Low,synth_highacc,7,1
upload rebooting speed latency network,IT Support,High,synth_highacc,0,2
login battery failing down install,IT Support,Medium,synth_highacc,0,0
scholarship statement credited tuition online,Fees / Finance,Low,synth_highacc,3,1
stalk robbery stalking working attack,Security / Discipline,Medium,synth_highacc,6,0
transaction bill finance bank processed,Fees / Finance,Low,synth_highacc,3,1
smoke laptop detected offence fraud,Security / Discipline,Medium,synth_highacc,6,0
book shelf overdue volume fine,Library,High,synth_highacc,8,2
index research page article article,Library,Low,synth_highacc,8,1
outstanding budget amount arrear deposit,Fees / Finance,Low,synth_highacc,3,1
waiver deposit rejected credit credited,Fees / Finance,Medium,synth_highacc,3,0
cleaning fuse lock sweeping tube,Maintenance,Medium,synth_highacc,4,0
fir camera scam complaint bullied,Security / Discipline,High,synth_highacc,6,2
the chairs in the communication lab are a bit squeaky it s a minor distraction during presentations when everyone is moving around a bit of oiling on the chair bases would probably fix the issue,Academics,Low,complaint_triage,2,1
textbook practical unavailable missing faculty,Academics,High,synth_highacc,2,2
receipt interest generated debit loan,Fees / Finance,High,synth_highacc,3,2
transaction scholarship error delayed due,Fees / Finance,Medium,synth_highacc,3,0
weapon violence found drugs sexually,Security / Discipline,High,synth_highacc,6,2
netbanking treasury upi withdrawal payable,Fees / Finance,Low,synth_highacc,3,1
cycle taxi stolen pickup horn,Transport,High,synth_highacc,5,2
stamp seal regulation stamp pending,Administration,Medium,synth_highacc,7,0
computer motherboard antivirus laptop modem,IT Support,Medium,synth_highacc,0,0
netbanking charges upi payment late,Fees / Finance,Low,synth_highacc,3,1
shelf rack card publisher section,Library,High,synth_highacc,8,2
canteen fresh rate drink,Canteen,Low,synth_highacc,9,1
water mess unclean dinner egg,Canteen,Low,synth_highacc,9,1
spoon breakfast sabzi fork fresh,Canteen,Medium,synth_highacc,9,0
scholarship notarized form guideline endorse,Administration,High,synth_highacc,7,2
verification enrollment application attestation missing,Administration,Medium,synth_highacc,7,0
cashier scholarship bill loan deposit,Fees / Finance,Medium,synth_highacc,3,0
snack rate items quality sabzi,Canteen,High,synth_highacc,9,2
cashier deposit gst loan invoice,Fees / Finance,High,synth_highacc,3,2
stipend credit late grant deposit,Fees / Finance,Low,synth_highacc,3,1
thesis quiz tutorial seminar result,Academics,Low,synth_highacc,2,1
catalogue scan search audiobook periodical,Library,Medium,synth_highacc,8,0
electrician pipeline wiring socket garbage,Maintenance,High,synth_highacc,4,2
antivirus printer shutdown firewall display,IT Support,Medium,synth_highacc,0,0
scholarship gst fee tuition charges,Fees / Finance,Low,synth_highacc,3,1
bus diesel license seat,Transport,Low,synth_highacc,5,1
floor socket mopping burst screwdriver,Maintenance,Low,synth_highacc,4,1
driver bus absent battery indicator,Transport,Low,synth_highacc,5,1
exam quiz postponement result degree,Academics,High,synth_highacc,2,2
edition catalogue outdated ebook journal,Library,High,synth_highacc,8,2
registration examination slip registration missing,Administration,Low,synth_highacc,7,1
payment installment failed remit cashier,Fees / Finance,Low,synth_highacc,3,1
breakfast juice menu worth plate,Canteen,Medium,synth_highacc,9,0
enrollment processing letterhead registration application,Administration,Medium,synth_highacc,7,0
i missed the deadline to apply for my teaching assistantship because the portal was down for maintenance the entire final day this wasn t announced beforehand,Administration,Medium,complaint_triage,7,0
milk oil sour counter hygiene,Canteen,High,synth_highacc,9,2
processing pending procedure affidavit deadline,Administration,Low,synth_highacc,7,1
offence report serious accused stolen,Security / Discipline,Medium,synth_highacc,6,0
deadline download missed procedure registrar,Administration,Low,synth_highacc,7,1
interrogate steal suspect sexual scam,Security / Discipline,Low,synth_highacc,6,1
guard murder fought cctv teasing,Security / Discipline,Medium,synth_highacc,6,0
keyboard intermittently repeats keys e and backspace repeat occasionally causes frequent typos cleaned keycaps and updated firmware if covered can we arrange a keyboard swap not urgent but inconvenient i can visit the service desk thanks,IT Support,Low,complaint_triage,0,1
i found a backpack full of expensive camera gear in the park i ve brought it to the lost and found but i wanted to make sure it was logged,Security / Discipline,Low,complaint_triage,6,1
rice cup undercook taste menu,Canteen,High,synth_highacc,9,2
attendance portal shows shortage despite attending all remedial classes i was told these extra sessions would clear my debarment but the system hasn t updated and i am being blocked from downloading my end term admit card the exams start the day after tomorrow i need a manual override from the department head,Academics,High,complaint_triage,2,2
threatened evidence killed kidnap injured,Security / Discipline,Medium,synth_highacc,6,0
gear schedule problem mandatory fuel,Transport,High,synth_highacc,5,2
abstract catalogue journal penalty abstract,Library,Medium,synth_highacc,8,0
taste hygiene bad expensive stale,Canteen,Medium,synth_highacc,9,0
legacy web app only works in ie mode buttons don t render in chrome edge ie mode works but prompts repeatedly can you confirm recommended settings we ll document for the department,IT Support,Low,complaint_triage,0,1
washroom toilet detergent shampoo strict,Hostels,High,synth_highacc,1,2
deduction processed wrong charges late,Fees / Finance,Medium,synth_highacc,3,0
driver ticket rash schedule license,Transport,High,synth_highacc,5,2
signature approval attestation download document,Administration,Low,synth_highacc,7,1
mess sauce kitchen food rotten,Canteen,Medium,synth_highacc,9,0
exam teacher postponement quiz lecture,Academics,High,synth_highacc,2,2
bank loan disbursement rejected due to incorrect university account details the finance office provided a bank branch code that is no longer active my education loan has been stalled and the bank says they will cancel the sanction if the correct details aren t provided by this evening i cannot afford the semester fees out of pocket i need the corrected bank mandate immediately,Fees / Finance,High,complaint_triage,3,2
detergent expensive over flush expensive,Hostels,High,synth_highacc,1,2
i witnessed a student being forced into a van near the edge of campus the van was white and had no plates it happened very fast and they were screaming,Security / Discipline,High,complaint_triage,6,2
ethernet modem wlan crash authentication,IT Support,Low,synth_highacc,0,1
installment transaction option card statement,Fees / Finance,Low,synth_highacc,3,1
status notary unknown delay application,Administration,Medium,synth_highacc,7,0
tea chicken cold salad snack,Canteen,Medium,synth_highacc,9,0
gutter construction blocked cleaning construction,Maintenance,Medium,synth_highacc,4,0
renovation gutter pane construction hole,Maintenance,High,synth_highacc,4,2
assignment notebook deadline subject cancel,Academics,Medium,synth_highacc,2,0
washroom heating stinking sink strict,Hostels,Medium,synth_highacc,1,0
mug soap noisy heater shampoo tap,Hostels,Low,synth_highacc,1,1
router reboot rebooting ip vpn,IT Support,High,synth_highacc,0,2
ceiling repairman repair fused brick,Maintenance,Medium,synth_highacc,4,0
interest upi online waiver payable,Fees / Finance,Medium,synth_highacc,3,0
policy official amendment approval awaiting,Administration,Medium,synth_highacc,7,0
kitchen quality hygiene chicken menu,Canteen,Medium,synth_highacc,9,0
pickup traffic missed license fuel,Transport,Low,synth_highacc,5,1
garbage hinge removal bulb window,Maintenance,Medium,synth_highacc,4,0
i noticed that the cctv camera in the east parking lot has been spray painted over it s been like that for two days which means that whole area is currently unmonitored,Security / Discipline,Medium,complaint_triage,6,0
van shuttle overloaded numberplate ticket,Transport,Medium,synth_highacc,5,0
slipper bathroom torn roommate chair,Hostels,High,synth_highacc,1,2
seat driver broken taillight clutch,Transport,Low,synth_highacc,5,1
workshop exam material chapter viva,Academics,Medium,synth_highacc,2,0
fine membership waived subscription print,Library,Low,synth_highacc,8,1
socket maintenance loose pane replace,Maintenance,High,synth_highacc,4,2
warden soap strict slow mosquito,Hostels,Low,synth_highacc,1,1
bus bicycle late stop seat,Transport,Low,synth_highacc,5,1
cashier bank gst loan cleared,Fees / Finance,High,synth_highacc,3,2
mosquito toilet net locker mattress,Hostels,High,synth_highacc,1,2
pillow locker flat slipper table,Hostels,Medium,synth_highacc,1,0
mosquito pillow expensive bathroom door,Hostels,High,synth_highacc,1,2
search locate newspaper publisher penalty,Library,High,synth_highacc,8,2
bus traffic cab mandatory,Transport,High,synth_highacc,5,2
connectivity laptop unstable bluetooth desktop,IT Support,High,synth_highacc,0,2
photocopy print machine catalogue article,Library,Low,synth_highacc,8,1
request for lightweight image editor on lab pc i only need crop resize for a class assignment if there s a standard tool please deploy to my profile open source is fine no admin rights necessary if via portal,IT Support,Low,complaint_triage,0,1
presentation group training group scholar,Academics,High,synth_highacc,2,2
hygiene kitchen poor egg drink,Canteen,High,synth_highacc,9,2
online audit payment fee charges,Fees / Finance,High,synth_highacc,3,2
fee cashier waiver treasury balance,Fees / Finance,Low,synth_highacc,3,1
attestation seal signature submission deadline,Administration,High,synth_highacc,7,2
suggestion for a small lost and found shelf near the warden s office people often find keys or id cards and don t know where to leave them a designated shelf would make it easy to reclaim lost items,Hostels,Low,complaint_triage,1,1
protocol dns desktop configure processor,IT Support,Low,synth_highacc,0,1
error crash upload wifi ethernet,IT Support,Medium,synth_highacc,0,0
bluetooth connect pairing update password,IT Support,Medium,synth_highacc,0,0
vegetable plate menu chicken spoon,Canteen,Medium,synth_highacc,9,0
cctv threaten footage teased victim,Security / Discipline,High,synth_highacc,6,2
guideline delay followed bonafide awaiting,Administration,Low,synth_highacc,7,1
paint plaster pane bulb grill,Maintenance,Low,synth_highacc,4,1
refund tax process deduction online,Fees / Finance,Medium,synth_highacc,3,0
food plate shortage fork daal,Canteen,Low,synth_highacc,9,1
cctv abuse footage assault stranger,Security / Discipline,Low,synth_highacc,6,1
trespass smuggling prohibited abuse arrest,Security / Discipline,Low,synth_highacc,6,1
regulation issue notary guideline notarized,Administration,Medium,synth_highacc,7,0
discrepancy in the fine calculation for late book return the library says i owe 450 but the finance portal is showing 1 200 i have the return slips showing the actual dates the accounts branch needs to sync the data with the library system to reflect the correct amount,Fees / Finance,Medium,complaint_triage,3,0
plumber renovation tap dust drain,Maintenance,Low,synth_highacc,4,1
bunk locker bed hanger slipper,Hostels,Low,synth_highacc,1,1
price vegetable cup expensive milk,Canteen,Low,synth_highacc,9,1
outstanding cleared amount audit scholarship,Fees / Finance,Low,synth_highacc,3,1
reference penalty section locate expired,Library,Low,synth_highacc,8,1
registrar issue office verification seal,Administration,Medium,synth_highacc,7,0
auto mandatory overcharge horn indicator,Transport,High,synth_highacc,5,2
cheap quality glass worth canteen,Canteen,Low,synth_highacc,9,1
cycle helmet stolen rickshaw seat,Transport,Low,synth_highacc,5,1
seminar placement postponed practical schedule,Academics,High,synth_highacc,2,2
stop petrol skipped traffic route,Transport,Low,synth_highacc,5,1
tap ventilator dripping drainage detergent,Hostels,High,synth_highacc,1,2
pipeline socket broken fixture bulb,Maintenance,Low,synth_highacc,4,1
tea spoil cold plate cup,Canteen,High,synth_highacc,9,2
enrollment migration number official application,Administration,Low,synth_highacc,7,1
cab taxi indicator driver meter,Transport,Low,synth_highacc,5,1
tuition penalty remission pending credited,Fees / Finance,Low,synth_highacc,3,1
bulb garbage fused cement renovation,Maintenance,Medium,synth_highacc,4,0
enrollment deadline number letterhead affidavit,Administration,High,synth_highacc,7,2
payment account gateway late upi,Fees / Finance,Low,synth_highacc,3,1
workshop absent registration score workshop,Academics,High,synth_highacc,2,2
driver route speeding bus parking,Transport,Medium,synth_highacc,5,0
procedure processing lengthy hostel missing,Administration,Medium,synth_highacc,7,0
gutter damage blocked damage grill,Maintenance,High,synth_highacc,4,2
garbage urgent removal cement pipeline,Maintenance,Low,synth_highacc,4,1
i think someone is living in the basement of the library i found a sleeping bag some food wrappers and personal items tucked behind the old archives,Security / Discipline,Low,complaint_triage,6,1
suggestion to add a frequently asked questions section for scholarships on the portal many of us have the same questions about eligibility and deadlines and a simple faq page would save a lot of time for the staff,Fees / Finance,Low,complaint_triage,3,1
concession processed remit reimbursement concession,Fees / Finance,Medium,synth_highacc,3,0
bathroom curtain dirty mattress balcony,Hostels,High,synth_highacc,1,2
projector desktop restart cable internet,IT Support,Low,synth_highacc,0,1
snack snack items breakfast milk,Canteen,High,synth_highacc,9,2
suggestion for an auto pay feature for the monthly mess bills it s a bit of a hassle to log in every month just to pay a small amount a recurring payment option through upi or net banking would be a great convenience for everyone,Fees / Finance,Low,complaint_triage,3,1
research newspaper available reference overdue,Library,Medium,synth_highacc,8,0
hinge handle rusted drain renovation,Maintenance,Low,synth_highacc,4,1
rice cup undercook oil milk,Canteen,Low,synth_highacc,9,1
fir victim investigate complaint sexually,Security / Discipline,Low,synth_highacc,6,1
drink spoon rice juice price,Canteen,High,synth_highacc,9,2
rice bill undercook queue stale,Canteen,High,synth_highacc,9,2
hardware internet firmware display modem,IT Support,Medium,synth_highacc,0,0
i found a suspicious usb drive plugged into one of the public computers in the library i didn t open it because i was afraid of malware but it looked intentionally hidden,Security / Discipline,Low,complaint_triage,6,1
the main water pipe in the basement of block b has burst and is flooding the server room there is about two inches of water on the floor already and it is rising toward the power backup units if the water hits the electrical mains the entire building will short circuit we need a plumbing team and a heavy duty pump here immediately to prevent a total blackout and equipment damage,Maintenance,High,complaint_triage,4,2
guard threatened sleeping senior assaulted,Security / Discipline,Medium,synth_highacc,6,0
dinner tea served juice kitchen,Canteen,High,synth_highacc,9,2
guard harrass sleeping senior sexually,Security / Discipline,High,synth_highacc,6,2
cloud backup sync vpn restart,IT Support,Medium,synth_highacc,0,0
vpn wlan routing rebooting motherboard,IT Support,High,synth_highacc,0,2
return borrow date abstract publisher,Library,Low,synth_highacc,8,1
verification registration pending regulation clerk,Administration,Low,synth_highacc,7,1
mess sauce tea food sabzi,Canteen,Low,synth_highacc,9,1
spoon dinner kitchen fork sauce,Canteen,Medium,synth_highacc,9,0
inquiry about the caution money interest since the university holds our 10 000 deposit for four years we would like to know if that interest is used for student welfare or if it s credited back to us this was a point of discussion in the last student council meeting,Fees / Finance,Medium,complaint_triage,3,0
fee treasury waiver arrear balance,Fees / Finance,Low,synth_highacc,3,1
numberplate headlight tyre driver helmet,Transport,Low,synth_highacc,5,1
route mirror diversion taxi brake,Transport,High,synth_highacc,5,2
charges late tax outstanding statement,Fees / Finance,Medium,synth_highacc,3,0
subject answer elective thesis workshop,Academics,Medium,synth_highacc,2,0
bucket ventilator cracked heating window,Hostels,Medium,synth_highacc,1,0
laundry inverter machine stinking drainage,Hostels,Medium,synth_highacc,1,0
roommate slow shifting heating heater,Hostels,Low,synth_highacc,1,1
notebook schedule lesson curriculum marks,Academics,Low,synth_highacc,2,1
cleaning leak drill sweeping electrician,Maintenance,High,synth_highacc,4,2
publisher almanac details almanac ebook,Library,Medium,synth_highacc,8,0
thesis tutorial approval lesson practical,Academics,Medium,synth_highacc,2,0
application guideline fee requested delay,Administration,Low,synth_highacc,7,1
breakfast curry menu drink curry,Canteen,Medium,synth_highacc,9,0
drain switch overflowing brick fix,Maintenance,High,synth_highacc,4,2
section aisle desk nonfiction bibliography,Library,High,synth_highacc,8,2
account balance credited stipend charges,Fees / Finance,Low,synth_highacc,3,1
drugs abusing camera security haras,Security / Discipline,High,synth_highacc,6,2
vehicle license brake parking stop,Transport,Low,synth_highacc,5,1
credit debit bill credit late,Fees / Finance,High,synth_highacc,3,2
thesis index binding journal newspaper,Library,Medium,synth_highacc,8,0
paint plaster hinge crack renovation,Maintenance,Low,synth_highacc,4,1
bulb tube drain crack urgent,Maintenance,Medium,synth_highacc,4,0
cup egg counter glass cook,Canteen,Medium,synth_highacc,9,0
keyboard mouse rebooting firewall cache,IT Support,Low,synth_highacc,0,1
salad coffee salad sauce expensive,Canteen,Medium,synth_highacc,9,0
vehicle taxi battery parking tyre,Transport,High,synth_highacc,5,2
queue curry plate counter rate,Canteen,Low,synth_highacc,9,1
update connect failing ip mouse,IT Support,High,synth_highacc,0,2
counter quality staff milk glass,Canteen,Low,synth_highacc,9,1
plumber leak tap drain valve,Maintenance,High,synth_highacc,4,2
kitchen coffee breakfast meal chicken,Canteen,High,synth_highacc,9,2
main gate of the faculty residential area is jammed and won t open an ambulance is trying to get through for an emergency call but the electronic gates are unresponsive we need someone to manually release the gears or cut the lock right now to allow the emergency vehicle through,Maintenance,High,complaint_triage,4,2
affidavit transfer sworn application notice,Administration,Low,synth_highacc,7,1
fir prohibited lodged bully weapon,Security / Discipline,High,synth_highacc,6,2
return silent date nonfiction print,Library,Low,synth_highacc,8,1
bus accident cleaning vehicle bicycle,Transport,Low,synth_highacc,5,1
my exam form is not submitted and tomorrow is the last date,Academics,High,query_test,2,2
fiction nonfiction citation subscription membership,Library,Low,synth_highacc,8,1
software download license scanner bug,IT Support,High,synth_highacc,0,2
the caution wet floor signs are looking a bit dirty since they are used in the main lobby it would be good to give them a scrub so they look professional and are clearly visible to everyone,Maintenance,Low,complaint_triage,4,1
