complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C1957,It is a pleasure to see that the covered drainage channels- our sincere thanks.,Infrastructure,positive,0.4,Low,synth
C1958,Students here are badly affected because the course registration desk keeps breaking down for almost two weeks now- please take it seriously.,Administrative,neutral,-0.2,Medium,synth
C1959,Grateful to finally see the clear fee notices and the effort shows.,Administrative,positive,0.4,Low,synth
C1960,Really appreciate that the new e office service we really valued the support.,Administrative,positive,0.4,Low,synth
C1961,Seeking clarification on the reference book renewal limits Are walk ins accepted?,Library,neutral,0.0,Low,synth
C1962,"I would like to know the schedule for the inter library loan procedure If possible, share the office address as well.",Library,neutral,0.0,Medium,synth
C1963,It can no longer be ignored that the scholarship certificate issuance has never been repaired and no one from the office follows up- kindly look into it at the earliest.,Administrative,negative,-0.4,High,synth
C1964,This is a serious problem: the reference section fans stopped working again and nothing has been done yet- kindly look into it at the earliest.,Library,negative,-0.8,High,synth
C1965,Warning signs were clear but the meal price list stopped working again and nothing has been done yet- please take it seriously.,Canteen/Food,neutral,-0.2,High,synth
C1966,The condition of the practical exam slots has degraded further over time despite repeated complaints- this is getting frustrating.,Examination,neutral,-0.2,Medium,synth
C1967,My complaint remains unresolved because the accounts desk responses is constantly under-maintained despite repeated complaints.,Faculty/Staff Behavior,negative,-0.4,Medium,synth
C1968,Still facing the issue that the official transcript counter keeps breaking down with no date for repair available.,Administrative,neutral,0.0,Medium,synth
C1969,Delighted that the welcoming office tone- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.8,Low,synth
C1970,Kindly update the current policy for the road resurfacing timeline Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C1971,This is a serious problem: the college letter dispatch remains completely unavailable and students have already reported it- this is getting frustrating.,Administrative,negative,-1.0,High,synth
C1972,Warning signs were clear but the street lights near the football field remains completely unavailable and students have already reported it- this is getting frustrating.,Infrastructure,neutral,-0.2,High,synth
C1973,Could you explain how the portion size guidelines?,Canteen/Food,neutral,0.0,Low,synth
C1974,"Kindly update the current policy for the data restore procedure If possible, share the office address as well.",IT/Technical,neutral,0.0,Low,synth
C1975,Grateful to finally see the well maintained restrooms- the improvement is visible.,General/Suggestion,positive,0.8,Low,synth
C1976,Delighted that the friendly admission responses- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C1977,Is there any form for the marks correction window Are walk ins accepted?,Examination,neutral,0.0,Medium,synth
C1978,Please guide me on the steps for the grade recalculation timeline Are walk ins accepted?,Examination,neutral,0.0,Medium,synth
C1979,Good to see that the helpful digital portal and the effort shows.,IT/Technical,positive,0.4,Low,synth
C1980,Satisfied that the new courtyard seating and the effort shows.,General/Suggestion,positive,0.4,Low,synth
C1981,Seeking clarification on the grievance escalation steps?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C1982,Could you explain how the refund window for missed meals?,Canteen/Food,neutral,0.0,Medium,synth
C1983,Grateful to finally see the new water purifier- thanks to the concerned team.,Hostel/Accommodation,positive,0.8,Low,synth
C1984,It can no longer be ignored that the auditorium lift remains completely unavailable and nothing has been done yet- please take it seriously.,Infrastructure,negative,-1.0,High,synth
C1985,Great news that the smoother login experience- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C1986,"I would like to know the schedule for the guest entry rules If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C1987,Good to see that the responsive wifi setup team and the effort shows.,IT/Technical,positive,0.4,Low,synth
C1988,Grateful to finally see the well maintained restrooms- thanks to the concerned team.,General/Suggestion,positive,0.8,Low,synth
C1989,Impressed that the courteous support at the helpdesk and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C1990,Kindly update the current policy for the event holiday calendar Could you mail a copy of the policy?,General/Suggestion,neutral,0.0,Low,synth
C1991,Please share the relevant circular for the complaint channel for staff conduct Does it require prior appointment?,Faculty/Staff Behavior,neutral,-0.2,Low,synth
C1992,It can no longer be ignored that the single sign on portal is out of order since morning and nothing has been done yet.,IT/Technical,negative,-0.4,High,synth
C1993,Impressed that the recorded lecture facility- our sincere thanks.,Academic,positive,0.8,Low,synth
C1994,It can no longer be ignored that the project group selection is out of order since morning and students have already reported it.,Academic,negative,-0.4,High,synth
C1995,Requesting information about the support ticket hours Does it require prior appointment?,IT/Technical,neutral,0.0,Medium,synth
C1996,Satisfied that the quick window repairs and the turnaround was quick.,Hostel/Accommodation,positive,0.4,Low,synth
C1997,This is a serious problem: the auditorium lift stopped working again and students have already reported it!,Infrastructure,negative,-0.8,High,synth
C1998,This is a serious problem: the warden office timings has never been repaired and nothing has been done yet- kindly look into it at the earliest.,Hostel/Accommodation,negative,-0.8,High,synth
C1999,It can no longer be ignored that the afternoon lunch service remains completely unavailable and no one from the office follows up!,Canteen/Food,negative,-0.8,High,synth
C2000,Satisfied that the cleaned common rooms and the turnaround was quick.,Hostel/Accommodation,positive,0.4,Low,synth
C2001,Commendable effort around the transparent grading policy- the improvement is visible.,Academic,positive,0.4,Low,synth
C2002,Could you explain how the answer sheet viewing procedure Does it require prior appointment?,Examination,neutral,0.0,Low,synth
C2003,Please share the relevant circular for the certificate request process?,Academic,neutral,0.0,Low,synth
C2004,"Could you explain how the transfer certificate procedure If possible, share the office address as well.",Administrative,neutral,0.0,Low,synth
C2005,Could you explain how the guest entry rules?,Hostel/Accommodation,neutral,0.0,Low,synth
C2006,Happy to report that the revised study structure we really valued the support.,Academic,positive,0.4,Low,synth
C2007,It can no longer be ignored that the volunteer requirement list remains completely unavailable and no one from the office follows up!,General/Suggestion,negative,-0.8,High,synth
C2008,"Could you explain how the support ticket hours If possible, share the office address as well.",IT/Technical,neutral,0.0,Low,synth
C2009,Happy to report that the helpful records section we really valued the support.,Administrative,positive,0.4,Low,synth
C2010,It can no longer be ignored that the breakfast counter timings stopped working again and nothing has been done yet- please take it seriously.,Canteen/Food,negative,-0.8,High,synth
C2011,It is a pleasure to see that the extended weekend hours- thanks to the concerned team.,Library,positive,0.4,Low,synth
C2012,Happy to report that the new e-book subscriptions- the improvement is visible.,Library,positive,0.8,Low,synth
C2013,Still facing the issue that the supplementary exam form is still not working with no date for repair available- kindly look into it at the earliest.,Examination,negative,-0.4,Medium,synth
C2014,It can no longer be ignored that the food quality at the main canteen stopped working again and students have already reported it- please take it seriously.,Canteen/Food,negative,-0.8,High,synth
C2015,Is there any form for the wifi fault report form?,IT/Technical,neutral,0.0,Medium,synth
C2016,Please share the relevant circular for the transcript request period Are walk ins accepted?,Administrative,neutral,0.0,Low,synth
C2017,The condition of the attendance portal has not been fixed despite requests since the start of the semester- kindly look into it at the earliest.,Academic,neutral,0.2,Medium,synth
C2018,Good to see that the smooth result portal experience and the effort shows.,Examination,positive,0.4,Low,synth
C2019,Seeking clarification on the wall repair plan Could you mail a copy of the policy?,Infrastructure,neutral,0.0,Low,synth
C2020,I am looking for the exact procedure for the inter library loan procedure Could you mail a copy of the policy?,Library,neutral,0.0,Low,synth
C2021,Warning signs were clear but the lab batch timings stopped working again and no one from the office follows up!,Academic,neutral,0.0,High,synth
C2022,Seeking clarification on the service standard document Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2023,Grateful to finally see the helpful counselling hours- our sincere thanks.,Academic,positive,0.8,Low,synth
C2024,Impressed that the faster lunch queues- our sincere thanks.,Canteen/Food,positive,0.8,Low,synth
C2025,Really appreciate that the transparent re-evaluation process- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C2026,Satisfied that the well maintained restrooms- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C2027,"I would like to know the schedule for the profile update form If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C2028,Students here are badly affected because the water jug refills still does not function since the start of the semester.,Canteen/Food,neutral,0.0,Medium,synth
C2029,Requesting information about the revaluation deadline Could you mail a copy of the policy?,Examination,neutral,0.0,Medium,synth
C2030,Please guide me on the steps for the certificate request process Are walk ins accepted?,Academic,neutral,0.0,Low,synth
C2031,I have tried several times but the reading room lights still does not function despite repeated complaints!,Library,neutral,-0.2,Medium,synth
C2032,Warning signs were clear but the common room appliances is out of order since morning and no one from the office follows up!,Hostel/Accommodation,neutral,0.0,High,synth
C2033,Kindly update the current policy for the transcript request period Does it require prior appointment?,Administrative,neutral,0.0,Low,synth
C2034,Satisfied that the cleaner serving counters and the effort shows.,Canteen/Food,positive,0.4,Low,synth
C2035,This is a serious problem: the coupon monitoring has never been repaired and no one from the office follows up- kindly look into it at the earliest.,Canteen/Food,negative,-0.8,High,synth
C2036,It is a pleasure to see that the new e office service and the effort shows.,Administrative,positive,0.35,Low,synth
C2037,Commendable effort around the responsive wifi setup team- thanks to the concerned team.,IT/Technical,positive,0.4,Low,synth
C2038,It is really disappointing that the auditorium lift is still not working again this month- this is getting frustrating.,Infrastructure,negative,-0.4,Medium,synth
C2039,Refreshing to note that the cleaner serving counters- thanks to the concerned team.,Canteen/Food,positive,0.4,Low,synth
C2040,It truly helps that the courteous accounts staff- our sincere thanks.,Administrative,positive,0.4,Low,synth
C2041,Warning signs were clear but the records verification service is out of order since morning and nothing has been done yet- please take it seriously.,Administrative,neutral,-0.2,High,synth
C2042,I am looking for the exact procedure for the licence approval process?,IT/Technical,neutral,0.0,Low,synth
C2043,This is a serious problem: the response of the admissions office remains completely unavailable and students have already reported it- please take it seriously.,Faculty/Staff Behavior,negative,-1.0,High,synth
C2044,Impressed that the covered drainage channels- thanks to the concerned team.,Infrastructure,positive,0.8,Low,synth
C2045,Commendable effort around the recorded lecture facility and the effort shows.,Academic,positive,0.35,Low,synth
C2046,Very pleased that the well maintained restrooms and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C2047,This is a serious problem: the bathroom fittings in the new floor has never been repaired and nothing has been done yet- please take it seriously.,Hostel/Accommodation,negative,-0.8,High,synth
C2048,Could you explain how the verification letter format?,Administrative,neutral,0.0,Medium,synth
C2049,When does the window for the certificate authentication process Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C2050,A big thanks that the quick window repairs we really valued the support.,Hostel/Accommodation,positive,0.4,Low,synth
C2051,"Could you explain how the wifi fault report form If possible, share the office address as well.",IT/Technical,neutral,0.0,Medium,synth
C2052,The condition of the scholarship certificate issuance keeps breaking down despite repeated complaints!,Administrative,neutral,-0.2,Medium,synth
C2053,Could you point me to the right authority for the wifi fault report form Does it require prior appointment?,IT/Technical,neutral,0.0,Medium,synth
C2054,Commendable effort around the courteous accounts staff we really valued the support.,Administrative,positive,0.35,Low,synth
C2055,Could you explain how the weekly menu schedule Could you mail a copy of the policy?,Canteen/Food,neutral,0.0,Medium,synth
C2056,Great news that the polite caretaker team and the effort shows.,Hostel/Accommodation,positive,0.4,Low,synth
C2057,Please share the relevant circular for the wifi fault report form Are walk ins accepted?,IT/Technical,neutral,0.0,Medium,synth
C2058,The situation with the event permits procedure is constantly under-maintained again this month- this is getting frustrating.,General/Suggestion,neutral,0.0,Medium,synth
C2059,This is a serious problem: the biometric login scanner is out of order since morning and nothing has been done yet- kindly look into it at the earliest.,IT/Technical,negative,-0.8,High,synth
C2060,I have tried several times but the warden office timings still does not function since the start of the semester!,Hostel/Accommodation,neutral,0.0,Medium,synth
C2061,Delighted that the updated orientation week and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C2062,Great news that the approachable faculty mentors and the turnaround was quick.,Academic,positive,0.4,Low,synth
C2063,May I know the current status of the licence approval process Are walk ins accepted?,IT/Technical,neutral,0.0,Low,synth
C2064,May I know the current status of the answer sheet viewing procedure Could you mail a copy of the policy?,Examination,neutral,0.0,Low,synth
C2065,Happy to report that the friendly complaints desk we really valued the support.,Hostel/Accommodation,positive,0.35,Low,synth
C2066,Is there any form for the event holiday calendar?,General/Suggestion,neutral,0.0,Medium,synth
C2067,Warning signs were clear but the circulation reading room counter has never been repaired and nothing has been done yet!,Library,neutral,0.0,High,synth
C2068,I am looking for the exact procedure for the weekly menu schedule?,Canteen/Food,neutral,0.0,Medium,synth
C2069,Impressed that the extended weekend hours and the turnaround was quick.,Library,positive,0.4,Low,synth
C2070,"I would like to know the schedule for the special meal order process If possible, share the office address as well.",Canteen/Food,neutral,0.0,Medium,synth
C2071,Could you explain how the room transfer form Does it require prior appointment?,Hostel/Accommodation,neutral,0.0,Medium,synth
C2072,This is a serious problem: the lecture hall booking remains completely unavailable and students have already reported it!,Academic,negative,-1.0,High,synth
C2073,It can no longer be ignored that the food quality at the main canteen is out of order since morning and students have already reported it- please take it seriously.,Canteen/Food,negative,-0.8,High,synth
C2074,"Honestly, nothing improves while the campus footpaths keeps breaking down despite repeated complaints.",Infrastructure,neutral,0.0,Medium,synth
C2075,"Honestly, nothing improves while the common room appliances keeps getting delayed for almost two weeks now- this is getting frustrating.",Hostel/Accommodation,negative,-0.35,Medium,synth
C2076,Good to see that the pedestrian crossings- thanks to the concerned team.,Infrastructure,positive,0.8,Low,synth
C2077,Warning signs were clear but the biometric login scanner is out of order since morning and no one from the office follows up!,IT/Technical,neutral,0.0,High,synth
C2078,Commendable effort around the well maintained restrooms and the turnaround was quick.,General/Suggestion,positive,0.35,Low,synth
C2079,"Seeking clarification on the certificate authentication process If possible, share the office address as well.",Administrative,neutral,0.0,Low,synth
C2080,This is a serious problem: the suggestion box locations remains completely unavailable and nothing has been done yet!,General/Suggestion,negative,-1.0,High,synth
C2081,This is a serious problem: the lecture hall booking remains completely unavailable and nothing has been done yet- please take it seriously.,Academic,negative,-1.0,High,synth
C2082,Happy to report that the upgraded catalogue search- the improvement is visible.,Library,positive,0.8,Low,synth
C2083,Could you explain how the credit transfer policy?,Academic,neutral,0.0,Low,synth
C2084,"Could you point me to the right authority for the branch change form If possible, share the office address as well.",Academic,neutral,0.0,Medium,synth
C2085,Could you explain how the lighting upgrade schedule Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C2086,Still facing the issue that the event permits procedure still does not function again this month- kindly look into it at the earliest.,General/Suggestion,neutral,0.0,Medium,synth
C2087,Happy to report that the renovated boundary walls- the improvement is visible.,Infrastructure,positive,0.8,Low,synth
C2088,May I know the current status of the account activation steps?,IT/Technical,neutral,0.0,Low,synth
C2089,Grateful to finally see the helpful records section and the turnaround was quick.,Administrative,positive,0.4,Low,synth
C2090,My complaint remains unresolved because the meal price list still does not function again this month!,Canteen/Food,negative,-0.4,Medium,synth
C2091,When does the window for the grievance escalation steps Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C2092,Grateful to finally see the quick window repairs- the improvement is visible.,Hostel/Accommodation,positive,0.8,Low,synth
C2093,It bothers us every day that the fee receipt correction window is still not working since the start of the semester!,Administrative,negative,-0.4,Medium,synth
C2094,Kindly confirm the required documents for the lift maintenance timetable?,Infrastructure,neutral,0.0,Low,synth
C2095,Great news that the welcoming office tone- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C2096,It bothers us every day that the cleanliness of the serving counters keeps getting delayed despite repeated complaints- please take it seriously.,Canteen/Food,negative,-1.0,Medium,synth
C2097,May I know the current status of the campus cleanup schedule Are walk ins accepted?,General/Suggestion,neutral,0.0,Medium,synth
C2098,Please guide me on the steps for the event holiday calendar Does it require prior appointment?,General/Suggestion,neutral,0.0,Low,synth
C2099,The situation with the antivirus support team keeps getting delayed with no date for repair available.,IT/Technical,negative,-0.4,Medium,synth
C2100,This is a serious problem: the recheck process for answer scripts stopped working again and no one from the office follows up!,Examination,negative,-0.8,High,synth
C2101,It can no longer be ignored that the bathroom fittings in the new floor remains completely unavailable and no one from the office follows up- this is getting frustrating.,Hostel/Accommodation,negative,-0.8,High,synth
C2102,Seeking clarification on the parking zone marking?,Infrastructure,neutral,0.0,Low,synth
C2103,Refreshing to note that the clear fee notices and the effort shows.,Administrative,positive,0.35,Low,synth
C2104,It is a pleasure to see that the polite caretaker team- our sincere thanks.,Hostel/Accommodation,positive,0.4,Low,synth
C2105,I am looking for the exact procedure for the reference book renewal limits Does it require prior appointment?,Library,neutral,0.0,Low,synth
C2106,Happy to report that the prompt replies of the faculty panel- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C2107,A big thanks that the quick response of the IT team and the turnaround was quick.,IT/Technical,positive,0.4,Low,synth
C2108,When does the window for library membership for part time students Does it require prior appointment?,Library,neutral,0.0,Medium,synth
C2109,Delighted that the smoother campus entry and the turnaround was quick.,General/Suggestion,positive,0.4,Low,synth
C2110,Please guide me on the steps for the grievance escalation steps Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2111,Delighted that the fair seating assistance and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2112,This is a serious problem: the invigilation duty roster remains completely unavailable and no one from the office follows up- please take it seriously.,Examination,negative,-1.0,High,synth
C2113,Could you explain how the hygiene inspection details Does it require prior appointment?,Canteen/Food,neutral,0.0,Low,synth
C2114,Is there any form for the account activation steps Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Medium,synth
C2115,The management is not listening while the corridor lights on second floor is not up to the expected standard since the start of the semester- kindly look into it at the earliest.,Hostel/Accommodation,neutral,0.0,Medium,synth
C2116,The management is not listening while the hall ticket download link keeps breaking down despite repeated complaints- please take it seriously.,Examination,neutral,-0.2,Medium,synth
C2117,"Please share the relevant circular for the profile update form If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C2118,The condition of the lab batch timings has degraded further over time with no date for repair available.,Academic,neutral,0.0,Medium,synth
C2119,Grateful to finally see the smooth result portal experience and the effort shows.,Examination,positive,0.4,Low,synth
C2120,I have tried several times but the auditorium lift still does not function for almost two weeks now!,Infrastructure,neutral,0.0,Medium,synth
C2121,It can no longer be ignored that the printer kiosks in the eastern annex remains completely unavailable and no one from the office follows up- please take it seriously.,Library,negative,-1.0,High,synth
C2122,It bothers us every day that the exam centre approvals is not up to the expected standard again this month- please take it seriously.,Administrative,neutral,-0.2,Medium,synth
C2123,"I would like to know the schedule for the parking zone marking If possible, share the office address as well.",Infrastructure,neutral,0.0,Medium,synth
C2124,Commendable effort around the stable fixed price list- our sincere thanks.,Canteen/Food,positive,0.8,Low,synth
C2125,Impressed that the pedestrian crossings- the improvement is visible.,Infrastructure,positive,0.8,Low,synth
C2126,May I know the current status of the maintenance refund window Does it require prior appointment?,Hostel/Accommodation,neutral,0.0,Medium,synth
C2127,Still facing the issue that the response of the admissions office is still not working since the start of the semester- kindly look into it at the earliest.,Faculty/Staff Behavior,negative,-0.4,Medium,synth
C2128,Is there any form for the transcript request period Are walk ins accepted?,Administrative,neutral,0.0,Medium,synth
C2129,This is a serious problem: the exam centre approvals stopped working again and no one from the office follows up!,Administrative,negative,-0.8,High,synth
C2130,Commendable effort around the helpful digital portal- thanks to the concerned team.,IT/Technical,positive,0.4,Low,synth
C2131,Great news that the improved network speed and the effort shows.,IT/Technical,positive,0.8,Low,synth
C2132,Could you explain how the room allotment process Could you mail a copy of the policy?,Hostel/Accommodation,neutral,0.0,Low,synth
C2133,Students here are badly affected because the accounts desk responses has not been fixed despite requests again this month!,Faculty/Staff Behavior,neutral,0.2,Medium,synth
C2134,Happy to report that the cleaned common rooms- thanks to the concerned team.,Hostel/Accommodation,positive,0.8,Low,synth
C2135,Good to see that the updated orientation week we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C2136,Warning signs were clear but the orientation day arrangements is out of order since morning and nothing has been done yet- kindly look into it at the earliest.,General/Suggestion,neutral,0.0,High,synth
C2137,Please guide me on the steps for the result verification steps Does it require prior appointment?,Examination,neutral,0.0,Low,synth
C2138,Could you explain how the refund window for missed meals Are walk ins accepted?,Canteen/Food,neutral,0.0,Medium,synth
C2139,It is a pleasure to see that the quick window repairs we really valued the support.,Hostel/Accommodation,positive,0.35,Low,synth
C2140,A big thanks that the new walkway panels- the improvement is visible.,Infrastructure,positive,0.8,Low,synth
C2141,"Kindly update the current policy for the service standard document If possible, share the office address as well.",Faculty/Staff Behavior,neutral,0.0,Low,synth
C2142,Happy to report that the swift certificate verification and the effort shows.,Administrative,positive,0.4,Low,synth
C2143,Happy to report that the renovated silent seating area- the improvement is visible.,Library,positive,0.8,Low,synth
C2144,It is really disappointing that the main gate escalator keeps breaking down again this month- please take it seriously.,Infrastructure,neutral,-0.2,Medium,synth
C2145,Grateful to finally see the smooth result portal experience- our sincere thanks.,Examination,positive,0.8,Low,synth
C2146,It truly helps that the renovated boundary walls and the effort shows.,Infrastructure,positive,0.35,Low,synth
C2147,Seeking clarification on the branch change form Could you mail a copy of the policy?,Academic,neutral,0.0,Medium,synth
C2148,Warning signs were clear but the assignment submission portal remains completely unavailable and nothing has been done yet!,Academic,neutral,-0.2,High,synth
C2149,Seeking clarification on the anonymous feedback process?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2150,Please share the relevant circular for the notice board permission process?,General/Suggestion,neutral,0.0,Low,synth
C2151,Seeking clarification on the academic calendar circulars Does it require prior appointment?,Academic,neutral,0.0,Low,synth
C2152,"Honestly, nothing improves while the records verification service still does not function again this month!",Administrative,neutral,0.2,Medium,synth
C2153,Impressed that the courteous support at the helpdesk we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2154,It can no longer be ignored that the printer kiosks in the eastern annex stopped working again and no one from the office follows up- kindly look into it at the earliest.,Library,negative,-0.4,High,synth
C2155,Warning signs were clear but the drinking water coolers on campus stopped working again and nothing has been done yet!,Infrastructure,neutral,0.0,High,synth
C2156,This is a serious problem: the tutorial slot allocation has never been repaired and no one from the office follows up.,Academic,negative,-0.8,High,synth
C2157,Impressed that the approachable faculty mentors and the turnaround was quick.,Academic,positive,0.4,Low,synth
C2158,It truly helps that the upgraded front helpdesk- the improvement is visible.,Administrative,positive,0.4,Low,synth
C2159,It bothers us every day that the placement cell handling is not up to the expected standard with no date for repair available- this is getting frustrating.,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C2160,Grateful to finally see the supportive mentoring approach we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2161,Warning signs were clear but the hostel caretaker conduct stopped working again and nothing has been done yet!,Faculty/Staff Behavior,neutral,0.0,High,synth
C2162,"Honestly, nothing improves while the print server for labs has not been fixed despite requests despite repeated complaints- kindly look into it at the earliest.",IT/Technical,neutral,0.2,Medium,synth
C2163,Commendable effort around the extended weekend hours and the turnaround was quick.,Library,positive,0.35,Low,synth
C2164,Still facing the issue that the orientation day arrangements has degraded further over time for almost two weeks now.,General/Suggestion,neutral,0.0,Medium,synth
C2165,Warning signs were clear but the hostel caretaker conduct stopped working again and no one from the office follows up.,Faculty/Staff Behavior,neutral,0.0,High,synth
C2166,"I am looking for the exact procedure for the marks correction window If possible, share the office address as well.",Examination,neutral,0.0,Medium,synth
C2167,Seeking clarification on the price revision policy?,Canteen/Food,neutral,0.0,Low,synth
C2168,I am looking for the exact procedure for the inter library loan procedure Are walk ins accepted?,Library,neutral,0.0,Low,synth
C2169,Satisfied that the polite caretaker team and the turnaround was quick.,Hostel/Accommodation,positive,0.4,Low,synth
C2170,The management is not listening while the hall ticket download link is still not working with no date for repair available- this is getting frustrating.,Examination,negative,-0.4,Medium,synth
C2171,I have tried several times but the corridor lights on second floor is constantly under-maintained since the start of the semester- this is getting frustrating.,Hostel/Accommodation,neutral,0.0,Medium,synth
C2172,Please share the relevant circular for the branch change form?,Academic,neutral,0.0,Medium,synth
C2173,Satisfied that the quick response of the IT team- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C2174,Students here are badly affected because the warden office timings keeps getting delayed with no date for repair available.,Hostel/Accommodation,negative,-0.4,Medium,synth
C2175,May I know the current status of the anonymous feedback process Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2176,Happy to report that the pedestrian crossings- our sincere thanks.,Infrastructure,positive,0.8,Low,synth
C2177,It can no longer be ignored that the assignment submission portal stopped working again and no one from the office follows up- please take it seriously.,Academic,negative,-0.8,High,synth
C2178,"Please share the relevant circular for library membership for part time students If possible, share the office address as well.",Library,neutral,0.0,Low,synth
C2179,Still facing the issue that the biometric login scanner still does not function with no date for repair available.,IT/Technical,neutral,0.0,Medium,synth
C2180,Good to see that the on time result publication- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C2181,Good to see that the upgraded front helpdesk we really valued the support.,Administrative,positive,0.4,Low,synth
C2182,This is a serious problem: the warden office timings stopped working again and students have already reported it.,Hostel/Accommodation,negative,-0.8,High,synth
C2183,It is really disappointing that the lecture hall booking is still not working since the start of the semester- please take it seriously.,Academic,negative,-0.8,Medium,synth
C2184,It truly helps that the friendly admission responses- the improvement is visible.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2185,Kindly update the current policy for the counselling hour details Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2186,This is a serious problem: the lab systems in the computer lab is out of order since morning and students have already reported it- this is getting frustrating.,IT/Technical,negative,-0.8,High,synth
C2187,The situation with the records verification service has degraded further over time despite repeated complaints- please take it seriously.,Administrative,neutral,-0.2,Medium,synth
C2188,It can no longer be ignored that the projectors in lecture halls remains completely unavailable and no one from the office follows up- kindly look into it at the earliest.,IT/Technical,negative,-0.8,High,synth
C2189,It is a pleasure to see that the smooth result portal experience- thanks to the concerned team.,Examination,positive,0.4,Low,synth
C2190,Could you clarify the process for the elective selection procedure Could you mail a copy of the policy?,Academic,neutral,0.0,Low,synth
C2191,Could you point me to the right authority for the result verification steps Are walk ins accepted?,Examination,neutral,0.0,Low,synth
C2192,The situation with the feedback collection points keeps breaking down with no date for repair available.,General/Suggestion,neutral,0.0,Medium,synth
C2193,Commendable effort around the improved exam seating and the effort shows.,Examination,positive,0.4,Low,synth
C2194,I have tried several times but the balcony ramp is still not working despite repeated complaints- this is getting frustrating.,Infrastructure,negative,-0.8,Medium,synth
C2195,A big thanks that the welcoming office tone- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2196,It truly helps that the improved network speed- thanks to the concerned team.,IT/Technical,positive,0.8,Low,synth
C2197,Impressed that the transparent grading policy- our sincere thanks.,Academic,positive,0.8,Low,synth
C2198,Really appreciate that the responsive wifi setup team and the effort shows.,IT/Technical,positive,0.4,Low,synth
C2199,I would like to know the schedule for the complaint channel for staff conduct?,Faculty/Staff Behavior,neutral,-0.2,Medium,synth
C2200,Kindly update the current policy for the guest entry rules Does it require prior appointment?,Hostel/Accommodation,neutral,0.0,Low,synth
C2201,It can no longer be ignored that the corridor lights on second floor stopped working again and nothing has been done yet.,Hostel/Accommodation,negative,-0.4,High,synth
C2202,This is a serious problem: the hostel room fans is out of order since morning and nothing has been done yet- kindly look into it at the earliest.,Hostel/Accommodation,negative,-0.8,High,synth
C2203,Kindly confirm the required documents for the wall repair plan Are walk ins accepted?,Infrastructure,neutral,0.0,Low,synth
C2204,Could you clarify the process for the profile update form Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C2205,Happy to report that the on time result publication- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C2206,This is a serious problem: the approach of the examination cell stopped working again and nothing has been done yet- kindly look into it at the earliest.,Faculty/Staff Behavior,negative,-0.8,High,synth
C2207,This is a serious problem: the hostel room fans stopped working again and no one from the office follows up!,Hostel/Accommodation,negative,-0.8,High,synth
C2208,A big thanks that the improved exam seating- our sincere thanks.,Examination,positive,0.8,Low,synth
C2209,Still facing the issue that the photocopy counters keeps breaking down with no date for repair available- kindly look into it at the earliest.,Library,neutral,0.0,Medium,synth
C2210,I am looking for the exact procedure for the counselling hour details Could you mail a copy of the policy?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2211,"Kindly update the current policy for the fee refund timeline If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C2212,Please guide me on the steps for the weekly menu schedule Does it require prior appointment?,Canteen/Food,neutral,0.0,Medium,synth
